DeliveryID,Date,HubID,VehicleID,DriverID,CustomerID,PackageCategory,DistanceKm,WeightKg,PromisedHours,ActualHours,Status,FailureReason,FuelCost,DeliveryCost,Revenue,CustomerRating
23200,2023-10-16,1,9,12,79,Kosmetika,6.2,5.16,24,14.5,Vaxtında,,0.22,3.52,7.73,4.3
23201,2024-06-16,5,53,64,117,Kosmetika,25.5,7.32,72,65.8,Vaxtında,,3.32,20.54,40.02,4.4
23202,2025-06-10,1,3,14,73,Elektronika,13.4,10.08,4,2.8,Vaxtında,,1.74,11.55,23.97,5.0
23203,2024-11-24,2,17,22,1320,Geyim,18.9,16.2,48,45.2,Vaxtında,,1.7,12.08,26.22,3.3
23204,2024-11-26,2,17,21,1495,Qida,9.0,0.85,24,20.6,Vaxtında,,0.81,6.18,14.28,4.6
23205,2023-09-01,4,41,50,1441,Sənəd,4.6,6.2,4,2.6,Vaxtında,,0.16,3.0,5.97,4.6
23206,2025-05-11,3,26,43,284,Sənəd,8.3,26.28,4,2.0,Vaxtında,,0.75,6.55,12.17,5.0
23207,2024-10-22,2,15,35,1209,Geyim,30.8,15.0,48,17.6,Vaxtında,,1.08,12.43,26.68,4.0
23208,2025-02-06,4,44,54,1266,Qida,25.4,29.59,24,19.2,Vaxtında,,3.3,21.14,39.54,4.6
23209,2024-09-03,3,27,36,419,Elektronika,7.9,19.95,24,13.5,Vaxtında,,1.74,10.49,19.23,3.6
23210,2024-07-20,1,6,8,230,Mebel/İri həcmli,3.0,2.03,72,76.7,Gecikmiş,,0.1,2.31,7.16,3.4
23211,2024-11-28,2,25,35,1265,Sənəd,8.7,7.18,24,26.1,Gecikmiş,,1.13,7.94,17.17,2.8
23212,2025-04-11,6,66,88,13,Elektronika,12.6,23.73,72,26.0,Vaxtında,,0.44,6.32,13.01,3.6
23213,2024-08-20,3,33,45,130,Sənəd,17.1,8.48,48,47.4,Vaxtında,,3.76,20.26,37.56,5.0
23214,2023-06-23,2,24,35,1052,Elektronika,14.3,2.58,24,14.5,Vaxtında,,1.29,9.14,18.89,5.0
23215,2024-06-17,1,5,7,1006,Sənəd,10.8,4.37,4,2.0,Vaxtında,,0.97,7.27,14.91,5.0
23216,2024-05-23,5,53,62,1483,Qida,26.3,2.22,24,25.7,Gecikmiş,,3.42,20.99,42.04,2.8
23217,2023-09-01,1,6,11,936,Elektronika,6.0,12.14,72,70.0,Vaxtında,,0.21,3.66,7.12,4.8
23218,2023-03-01,1,10,1,439,Sənəd,14.2,1.99,72,58.0,Vaxtında,,1.85,11.91,25.35,4.6
23219,2023-04-14,2,22,19,357,Geyim,17.5,4.24,24,17.9,Vaxtında,,0.61,7.45,15.44,4.2
23220,2024-10-12,2,24,25,880,Qida,1.8,9.74,24,12.0,Vaxtında,,0.16,2.48,5.6,4.4
23221,2023-10-30,6,64,72,213,Geyim,13.4,3.89,24,18.8,Vaxtında,,0.47,6.01,15.4,5.0
23222,2024-11-01,1,2,7,1305,Elektronika,8.4,11.27,24,17.3,Vaxtında,,0.29,4.48,12.45,4.2
23223,2025-01-13,3,26,40,934,Sənəd,8.2,2.41,24,13.5,Vaxtında,,0.74,5.78,11.65,4.4
23224,2023-03-18,1,9,1,1095,Kosmetika,14.8,9.99,48,40.7,Vaxtında,,0.52,6.68,13.67,3.7
23225,2023-01-18,4,37,48,1423,Qida,14.2,7.58,24,15.1,Vaxtında,,1.85,12.08,23.5,5.0
23226,2024-06-17,2,15,20,427,Kosmetika,9.1,9.07,4,2.1,Vaxtında,,0.32,4.66,11.05,4.4
23227,2023-07-03,4,42,52,1059,Elektronika,13.3,3.91,24,27.4,Gecikmiş,,2.93,15.95,30.54,3.2
23228,2024-10-18,2,17,20,598,Elektronika,4.8,11.15,48,4.1,Vaxtında,,0.43,4.17,10.36,3.9
23229,2024-07-03,3,35,36,1183,Elektronika,21.7,37.66,24,12.7,Vaxtında,,1.95,14.26,29.24,4.7
23230,2023-10-08,2,17,29,1484,Kosmetika,14.0,8.64,24,22.5,Vaxtında,,1.26,9.16,17.96,3.6
23231,2023-10-15,2,15,33,839,Mebel/İri həcmli,12.0,1.95,24,19.3,Vaxtında,,0.42,5.46,14.14,5.0
23232,2024-10-16,3,33,36,1033,Elektronika,10.0,12.5,48,39.4,Vaxtında,,2.2,12.58,22.65,4.3
23233,2024-06-08,2,17,31,1005,Elektronika,19.5,11.72,24,25.0,Gecikmiş,,1.76,12.28,25.89,3.5
23234,2024-11-28,5,50,67,86,Sənəd,11.7,23.15,4,4.0,Vaxtında,,1.05,8.33,18.85,2.9
23235,2024-04-18,3,28,46,97,Sənəd,12.1,4.43,48,17.1,Vaxtında,,1.09,7.99,17.32,4.7
23236,2023-09-24,6,57,74,1209,Kosmetika,19.5,5.89,72,60.1,Vaxtında,,0.68,8.2,17.11,4.9
23237,2025-02-19,1,2,8,1256,Mebel/İri həcmli,9.2,7.33,72,36.1,Vaxtında,,0.32,4.64,11.75,5.0
23238,2024-08-31,1,10,14,1000,Elektronika,7.9,4.44,24,22.4,Vaxtında,,1.03,7.26,16.87,3.3
23239,2023-12-23,2,22,26,922,Kosmetika,23.7,5.0,24,11.0,Vaxtında,,0.83,9.64,20.04,4.3
23240,2025-03-16,1,14,16,46,Sənəd,14.9,11.74,24,14.3,Vaxtında,,0.52,6.77,14.36,4.9
23241,2023-01-01,2,19,22,405,Mebel/İri həcmli,5.5,4.72,72,63.8,Vaxtında,,0.19,3.27,6.62,4.2
23242,2025-03-17,1,9,2,558,Qida,1.6,9.01,24,12.3,Vaxtında,,0.06,2.03,5.12,4.8
23243,2023-01-27,5,51,63,152,Elektronika,14.6,7.28,72,60.0,Vaxtında,,1.31,9.45,21.0,4.0
23244,2024-07-01,3,35,36,1276,Geyim,4.8,5.37,4,1.5,Vaxtında,,0.43,4.0,9.43,4.1
23245,2023-06-09,3,31,36,239,Kosmetika,9.2,8.31,24,19.6,Vaxtında,,0.83,6.51,15.54,4.7
23246,2024-02-03,5,49,65,297,Sənəd,8.2,8.42,72,49.6,Vaxtında,,1.07,7.6,15.51,4.8
23247,2024-06-26,1,7,13,1144,Elektronika,6.5,9.21,48,33.1,Vaxtında,,0.58,5.05,11.04,3.9
23248,2023-05-07,5,46,64,178,Elektronika,8.4,9.37,24,14.1,Vaxtında,,0.29,4.42,12.25,5.0
23249,2025-02-12,3,32,41,941,Sənəd,10.7,4.39,24,16.1,Vaxtında,,0.37,5.08,14.15,3.2
23250,2025-05-06,1,5,16,680,Geyim,10.4,2.97,48,33.5,Vaxtında,,0.94,7.01,14.3,4.7
23251,2023-07-29,5,48,68,330,Sənəd,21.0,9.93,48,32.0,Vaxtında,,0.74,8.85,18.97,3.7
23252,2023-05-30,2,18,29,643,Elektronika,11.9,10.45,72,66.0,Vaxtında,,1.07,8.06,17.08,4.8
23253,2023-01-31,3,30,45,18,Qida,4.8,11.87,48,34.2,Vaxtında,,0.62,5.16,10.74,4.1
23254,2024-09-03,5,47,67,674,Elektronika,13.0,3.73,48,53.8,Gecikmiş,,1.17,8.46,19.17,2.7
23255,2025-04-20,5,53,66,329,Geyim,11.8,11.16,72,56.8,Vaxtında,,1.53,10.38,22.47,4.3
23256,2023-10-29,5,47,65,1068,Sənəd,16.0,19.78,24,25.6,Gecikmiş,,1.44,10.59,21.95,2.9
23257,2025-05-14,2,15,24,679,Sənəd,12.3,29.15,48,37.2,Vaxtında,,0.43,6.38,12.77,5.0
23258,2024-12-31,4,43,52,1322,Elektronika,5.7,3.77,72,39.8,Vaxtında,,0.2,3.31,9.65,4.1
23259,2025-02-03,1,8,2,20,Qida,10.1,16.1,48,16.6,Uğursuz,Digər,0.35,5.22,1.74,
23260,2024-11-13,5,52,66,1015,Geyim,8.2,8.35,24,14.1,Vaxtında,,1.8,10.47,20.32,3.3
23261,2023-09-14,2,17,27,392,Qida,18.5,16.56,72,23.9,Vaxtında,,1.66,11.87,25.33,4.0
23262,2023-02-26,2,20,22,95,Kosmetika,4.3,14.83,24,21.8,Vaxtında,,0.39,4.01,7.28,4.3
23263,2023-01-09,5,51,68,682,Elektronika,13.5,4.1,4,2.9,Vaxtında,,1.22,8.75,19.44,3.7
23264,2023-01-05,5,48,68,1454,Geyim,15.1,10.84,24,12.9,Vaxtında,,0.53,6.81,15.36,5.0
23265,2025-04-26,6,55,77,1366,Elektronika,18.9,10.75,48,29.6,Vaxtında,,0.66,8.14,18.9,4.7
23266,2023-04-24,2,23,28,907,Elektronika,3.0,13.17,24,23.5,Vaxtında,,0.27,3.25,8.49,3.8
23267,2025-02-15,1,8,1,917,Elektronika,10.9,9.47,72,66.9,Vaxtında,,0.38,5.3,11.76,4.3
23268,2024-11-15,6,60,72,1236,Elektronika,23.4,5.42,24,13.8,Vaxtında,,3.04,18.91,37.96,4.8
23269,2025-01-01,3,30,44,1098,Geyim,7.5,11.29,24,10.5,Vaxtında,,0.98,7.16,15.64,5.0
23270,2023-07-24,5,53,66,668,Elektronika,4.2,21.56,24,11.6,Vaxtında,,0.55,5.0,10.19,5.0
23271,2023-01-24,4,41,47,858,Sənəd,10.7,5.52,24,21.7,Vaxtında,,0.37,5.11,11.93,5.0
23272,2024-05-07,5,53,67,218,Kosmetika,19.1,7.7,24,15.2,Vaxtında,,2.48,15.76,33.06,3.9
23273,2024-11-12,4,43,49,1358,Kosmetika,22.0,4.85,24,12.4,Vaxtında,,0.77,9.05,21.58,5.0
23274,2024-02-10,5,52,69,1460,Elektronika,4.2,4.22,48,20.6,Vaxtında,,0.92,5.95,14.01,4.7
23275,2023-04-13,1,6,10,126,Sənəd,8.3,0.8,24,24.2,Gecikmiş,,0.29,4.13,11.09,2.5
23276,2023-03-01,6,61,74,1176,Geyim,19.0,8.9,72,95.4,Gecikmiş,,1.71,11.92,22.5,3.1
23277,2023-03-27,1,2,12,148,Geyim,8.7,4.83,48,40.5,Vaxtında,,0.3,4.39,12.12,3.7
23278,2025-02-05,1,6,12,59,Qida,4.6,4.72,24,19.4,Vaxtında,,0.16,2.95,6.08,5.0
23279,2024-11-07,3,31,44,1143,Elektronika,10.0,10.27,24,7.2,Vaxtında,,0.9,7.01,15.93,4.4
23280,2024-01-07,4,42,47,1259,Sənəd,7.9,24.58,48,32.8,Vaxtında,,1.74,10.63,22.56,4.9
23281,2024-11-09,4,40,57,736,Mebel/İri həcmli,10.8,3.37,48,30.7,Vaxtında,,0.97,7.24,15.77,5.0
23282,2024-08-18,2,15,31,1478,Mebel/İri həcmli,23.6,15.67,24,18.4,Vaxtında,,0.83,9.93,21.47,3.2
23283,2023-07-21,4,41,49,619,Sənəd,22.2,2.95,24,27.3,Gecikmiş,,0.78,9.06,22.36,3.9
23284,2024-08-24,5,48,65,408,Elektronika,13.4,42.78,24,20.3,Uğursuz,Digər,0.47,7.17,2.17,
23285,2023-03-30,3,29,39,340,Elektronika,15.0,4.58,72,51.4,Vaxtında,,1.95,12.59,24.36,4.9
23286,2024-03-12,2,19,33,892,Qida,9.7,5.69,48,37.6,Vaxtında,,0.34,4.77,13.5,5.0
23287,2023-04-30,3,26,36,686,Elektronika,4.6,10.16,24,24.0,Vaxtında,,0.41,4.03,8.12,4.6
23288,2023-06-05,5,46,66,1459,Kosmetika,14.3,8.66,24,14.1,Vaxtında,,0.5,6.46,16.74,4.3
23289,2024-02-03,6,58,80,384,Geyim,2.8,1.75,72,41.9,Vaxtında,,0.25,2.79,6.69,4.4
23290,2024-11-30,1,10,6,410,Kosmetika,5.0,13.04,24,11.5,Vaxtında,,0.65,5.34,11.88,3.9
23291,2023-07-07,1,4,14,1259,Mebel/İri həcmli,19.8,14.21,72,67.7,Vaxtında,,1.78,12.52,26.34,5.0
23292,2025-02-12,1,10,9,666,Elektronika,6.0,3.26,24,23.8,Vaxtında,,0.78,5.8,11.11,4.8
23293,2023-02-21,3,28,45,314,Elektronika,14.2,7.53,24,18.9,Vaxtında,,1.28,9.24,18.9,5.0
23294,2024-10-13,2,16,34,469,Geyim,11.0,19.12,4,2.8,Vaxtında,,0.38,5.62,12.91,5.0
23295,2024-06-14,3,32,36,105,Elektronika,25.1,9.73,48,20.0,Vaxtında,,0.88,10.28,25.18,5.0
23296,2024-04-24,4,36,49,883,Elektronika,5.2,5.44,4,2.1,Vaxtında,,0.18,3.18,10.07,4.5
23297,2024-08-09,2,23,29,655,Elektronika,12.0,3.5,72,63.0,Vaxtında,,1.08,7.91,15.71,3.6
23298,2023-08-18,1,5,4,863,Qida,11.6,7.24,24,13.2,Vaxtında,,1.04,7.8,17.77,4.4
23299,2024-04-25,2,16,33,747,Geyim,9.1,13.48,72,47.7,Vaxtında,,0.32,4.79,12.21,5.0
23300,2023-05-10,1,3,5,736,Elektronika,12.3,11.59,48,41.1,Vaxtında,,1.6,10.77,19.86,4.8
23301,2023-02-24,5,50,67,96,Elektronika,14.3,37.01,72,36.4,Uğursuz,Ünvan tapılmadı,1.29,10.18,3.34,
23302,2023-09-28,2,18,23,694,Mebel/İri həcmli,11.1,5.27,48,30.8,Vaxtında,,1.0,7.46,15.14,5.0
23303,2023-04-10,3,28,36,1380,Qida,4.9,10.49,24,18.3,Vaxtında,,0.44,4.21,7.81,4.6
23304,2023-03-10,2,22,35,192,Mebel/İri həcmli,5.1,7.19,24,20.7,Vaxtında,,0.18,3.2,7.2,3.8
23305,2025-06-29,3,26,36,675,Elektronika,15.0,9.79,48,28.5,Vaxtında,,1.35,9.74,18.52,4.5
23306,2023-10-26,3,29,37,529,Elektronika,5.1,13.0,24,26.7,Gecikmiş,,0.66,5.42,10.81,2.7
23307,2024-06-12,1,14,15,757,Qida,5.7,8.28,24,9.5,Vaxtında,,0.2,3.44,8.4,2.5
23308,2023-12-20,3,31,45,1117,Mebel/İri həcmli,13.8,8.18,4,3.1,Vaxtında,,1.24,9.04,18.14,5.0
23309,2024-09-19,1,4,11,1058,Kosmetika,7.3,28.26,24,15.0,Vaxtında,,0.66,6.06,12.14,4.4
23310,2023-06-01,3,26,43,528,Qida,8.4,3.68,72,57.9,Vaxtında,,0.76,5.93,13.38,4.5
23311,2023-11-26,4,37,55,1238,Elektronika,4.7,5.73,48,31.2,Vaxtında,,0.61,4.9,9.1,5.0
23312,2023-04-26,3,30,39,229,Sənəd,6.2,2.47,4,4.5,Gecikmiş,,0.81,5.92,12.21,2.6
23313,2024-06-25,4,42,58,512,Qida,29.4,13.42,24,18.9,Vaxtında,,6.47,33.94,63.64,4.8
23314,2023-11-19,1,3,12,337,Kosmetika,7.8,10.76,24,27.7,Gecikmiş,,1.01,7.37,17.25,4.0
23315,2024-07-16,1,1,16,1408,Kosmetika,9.6,0.68,24,10.5,Vaxtında,,1.25,8.42,19.42,5.0
23316,2024-07-25,1,10,2,594,Sənəd,14.4,12.09,48,26.7,Vaxtında,,1.87,12.36,24.9,4.5
23317,2023-08-17,1,10,10,1218,Sənəd,10.7,12.07,24,21.8,Vaxtında,,1.39,9.59,17.86,4.2
23318,2025-02-09,2,24,31,1347,Elektronika,12.0,9.06,24,11.5,Vaxtında,,1.08,8.07,16.3,5.0
23319,2023-12-26,3,34,36,651,Elektronika,9.1,11.92,48,10.1,Vaxtında,,0.82,6.56,14.93,4.7
23320,2023-01-05,4,41,54,123,Sənəd,29.4,7.09,24,21.1,Vaxtında,,1.03,11.7,25.41,5.0
23321,2023-01-28,5,50,60,244,Elektronika,6.7,8.12,24,25.6,Gecikmiş,,0.6,5.13,12.0,3.0
23322,2025-02-04,4,43,48,1120,Elektronika,9.5,15.63,24,15.8,Vaxtında,,0.33,4.99,12.21,4.4
23323,2023-12-30,2,23,23,1227,Elektronika,20.0,4.47,4,4.2,Gecikmiş,,1.8,12.33,26.18,2.4
23324,2024-04-06,1,11,14,1015,Geyim,4.4,2.9,24,16.3,Vaxtında,,0.15,2.83,7.83,4.6
23325,2023-08-19,2,23,19,317,Geyim,3.0,8.64,4,3.5,Vaxtında,,0.27,3.11,7.59,5.0
23326,2024-01-30,1,11,9,1394,Elektronika,8.9,7.09,48,40.2,Vaxtında,,0.31,4.53,11.28,4.8
23327,2025-05-18,3,29,44,334,Qida,10.7,4.0,48,29.3,Vaxtında,,1.39,9.34,18.51,4.4
23328,2024-12-12,5,49,62,767,Qida,11.4,8.74,48,48.0,Vaxtında,,1.48,10.01,21.91,5.0
23329,2025-04-23,3,31,38,1467,Kosmetika,14.0,3.25,24,13.7,Vaxtında,,1.26,9.0,18.87,3.7
23330,2023-09-28,1,11,4,690,Geyim,7.5,7.8,24,11.0,Vaxtında,,0.26,4.06,9.08,5.0
23331,2025-04-30,6,54,85,1072,Sənəd,12.4,14.43,24,13.8,Vaxtında,,0.43,5.97,15.93,3.8
23332,2023-10-31,1,1,6,261,Sənəd,11.0,7.87,24,18.5,Vaxtında,,1.43,9.69,21.13,4.0
23333,2024-01-18,6,62,81,285,Elektronika,7.5,7.03,4,2.8,Vaxtında,,0.26,4.04,9.4,3.6
23334,2024-07-11,5,46,61,1141,Geyim,5.9,7.9,72,24.8,Vaxtında,,0.21,3.5,7.6,3.8
23335,2023-01-28,2,25,27,1067,Geyim,10.4,5.78,24,10.4,Vaxtında,,1.35,9.17,19.37,5.0
23336,2024-06-02,1,3,13,698,Elektronika,19.9,10.88,48,21.6,Vaxtında,,2.59,16.45,31.58,3.9
23337,2025-01-13,6,67,88,893,Qida,10.7,11.06,24,5.7,Vaxtında,,2.35,13.3,27.88,5.0
23338,2023-07-18,4,36,54,657,Qida,3.9,11.89,72,59.3,Vaxtında,,0.14,2.92,8.44,5.0
23339,2024-08-28,1,14,7,29,Geyim,6.5,9.6,72,74.4,Gecikmiş,,0.23,3.76,11.29,3.9
23340,2023-03-23,3,30,43,279,Sənəd,10.0,24.43,48,23.5,Vaxtında,,1.3,9.43,20.12,5.0
23341,2023-03-29,3,32,39,80,Geyim,14.7,2.4,72,65.7,Vaxtında,,0.51,6.42,14.81,4.9
23342,2024-01-25,1,14,9,1039,Geyim,14.3,3.94,24,24.1,Gecikmiş,,0.5,6.32,15.0,3.5
23343,2024-11-28,1,12,11,721,Kosmetika,6.6,1.84,48,18.1,Vaxtında,,0.86,6.21,12.67,4.5
23344,2025-01-24,1,11,14,305,Sənəd,21.0,13.28,24,19.3,Vaxtında,,0.74,8.95,19.86,4.4
23345,2024-08-02,1,6,10,476,Kosmetika,11.5,15.66,24,17.1,Vaxtında,,0.4,5.69,15.21,2.7
23346,2025-04-02,1,7,8,1254,Sənəd,9.2,8.56,24,21.7,Vaxtında,,0.83,6.52,13.25,4.3
23347,2024-03-26,1,7,3,148,Sənəd,14.0,24.54,48,31.5,Vaxtında,,1.26,9.64,21.07,4.2
23348,2024-03-08,1,5,16,1157,Elektronika,9.1,4.53,24,10.3,Vaxtında,,0.82,6.34,12.09,4.1
23349,2024-01-09,1,13,12,163,Mebel/İri həcmli,10.5,14.48,24,6.7,Vaxtında,,2.31,13.18,26.3,4.8
23350,2024-03-10,6,62,78,788,Geyim,10.5,3.19,48,24.5,Vaxtında,,0.37,4.97,13.38,4.2
23351,2023-07-06,3,26,43,1494,Kosmetika,14.0,1.06,4,2.5,Vaxtında,,1.26,8.93,18.74,4.4
23352,2025-01-20,2,15,26,58,Geyim,13.4,7.51,24,13.0,Vaxtında,,0.47,6.12,12.73,4.8
23353,2024-01-25,3,26,45,944,Elektronika,6.1,5.57,24,21.0,Vaxtında,,0.55,4.72,9.89,4.8
23354,2023-08-06,1,4,13,1191,Qida,24.9,6.18,24,18.4,Vaxtında,,2.24,15.08,28.91,4.8
23355,2023-04-18,5,46,65,910,Elektronika,6.9,5.57,24,11.3,Vaxtında,,0.24,3.78,10.68,5.0
23356,2025-03-29,3,33,41,1326,Geyim,15.5,3.68,4,2.4,Vaxtında,,3.41,18.36,36.75,5.0
23357,2024-07-03,2,19,30,1266,Geyim,10.0,11.95,72,42.0,Vaxtında,,0.35,5.06,12.85,3.7
23358,2025-06-25,6,66,71,665,Elektronika,10.4,8.99,24,18.5,Vaxtında,,0.36,5.11,12.21,4.4
23359,2023-12-15,4,40,52,1245,Geyim,13.7,8.01,24,11.3,Vaxtında,,1.23,8.98,20.4,4.1
23360,2025-02-26,2,20,23,33,Elektronika,3.7,12.39,24,23.5,Vaxtında,,0.33,3.61,7.05,4.3
23361,2024-06-05,6,55,76,1429,Elektronika,8.9,5.5,24,16.0,Vaxtında,,0.31,4.48,9.33,4.8
23362,2023-01-26,5,50,64,665,Geyim,5.3,7.51,24,18.5,Vaxtında,,0.48,4.34,8.12,4.3
23363,2023-02-17,6,54,76,1261,Sənəd,25.6,8.07,4,4.2,Gecikmiş,,0.9,10.4,22.94,3.5
23364,2025-05-08,1,10,5,1108,Elektronika,13.6,8.86,48,32.5,Vaxtında,,1.77,11.67,22.06,3.6
23365,2024-01-05,6,62,88,1315,Mebel/İri həcmli,13.8,5.5,4,0.5,Vaxtında,,0.48,6.2,15.71,4.8
23366,2023-01-14,3,34,38,75,Sənəd,25.9,19.49,48,18.0,Vaxtında,,2.33,16.03,33.3,4.0
23367,2024-09-03,4,36,47,357,Kosmetika,8.1,6.59,48,49.4,Gecikmiş,,0.28,4.23,11.02,3.2
23368,2023-07-06,1,3,15,883,Sənəd,12.1,8.85,24,10.5,Vaxtında,,1.57,10.54,22.81,4.2
23369,2024-06-07,1,4,10,86,Elektronika,6.1,8.5,48,27.6,Vaxtında,,0.55,4.81,11.86,3.4
23370,2025-06-02,1,5,15,771,Qida,15.0,13.03,24,18.6,Vaxtında,,1.35,9.84,20.69,4.3
23371,2025-06-09,2,18,25,229,Geyim,13.1,5.87,4,3.4,Vaxtında,,1.18,8.58,17.7,3.4
23372,2023-10-06,1,14,12,763,Elektronika,13.9,2.93,48,29.8,Vaxtında,,0.49,6.15,15.96,4.6
23373,2023-12-07,1,1,9,1396,Sənəd,7.4,14.89,48,50.8,Gecikmiş,,0.96,7.2,14.87,3.8
23374,2023-11-24,6,64,74,1402,Sənəd,4.3,11.9,48,28.8,Vaxtında,,0.15,3.06,8.28,4.9
23375,2024-11-09,4,44,50,19,Qida,10.5,4.65,24,10.8,Vaxtında,,1.36,9.21,18.39,3.6
23376,2024-09-25,3,30,36,524,Kosmetika,11.0,0.49,24,20.0,Vaxtında,,1.43,9.46,19.49,4.4
23377,2025-06-23,4,41,55,843,Kosmetika,5.9,13.34,72,47.4,Vaxtında,,0.21,3.67,10.63,3.5
23378,2024-08-29,3,27,42,439,Geyim,9.3,5.12,24,31.3,Uğursuz,Ünvan tapılmadı,2.05,11.58,3.19,
23379,2023-01-25,1,9,13,426,Elektronika,7.4,2.97,4,1.3,Vaxtında,,0.26,3.88,9.19,4.4
23380,2024-06-12,3,35,45,69,Elektronika,25.0,4.12,24,20.2,Vaxtında,,2.25,15.07,30.92,3.8
23381,2024-03-01,4,36,58,120,Kosmetika,11.3,6.6,48,43.1,Vaxtında,,0.4,5.35,12.84,4.3
23382,2023-01-29,1,11,5,553,Sənəd,12.8,7.86,72,76.1,Gecikmiş,,0.45,5.92,14.86,3.7
23383,2023-11-19,2,15,27,802,Kosmetika,22.3,4.09,24,19.3,Vaxtında,,0.78,9.13,20.36,5.0
23384,2025-05-02,2,24,33,1447,Mebel/İri həcmli,19.0,16.06,24,25.7,Gecikmiş,,1.71,12.13,26.47,3.6
23385,2023-11-09,3,27,46,1223,Sənəd,14.7,18.8,48,10.9,Vaxtında,,3.23,17.93,32.35,3.5
23386,2024-08-06,1,8,17,266,Elektronika,10.6,2.96,4,2.9,Vaxtında,,0.37,5.0,13.47,4.0
23387,2023-09-27,4,39,54,951,Mebel/İri həcmli,7.6,4.81,48,22.7,Vaxtında,,0.27,4.0,11.36,5.0
23388,2025-01-31,2,20,22,990,Mebel/İri həcmli,13.0,1.3,72,57.7,Vaxtında,,1.17,8.39,17.23,5.0
23389,2023-10-22,4,41,55,436,Sənəd,21.0,11.77,24,21.2,Vaxtında,,0.74,8.9,19.33,4.1
23390,2024-10-17,6,66,72,350,Kosmetika,31.5,23.55,24,11.9,Vaxtında,,1.1,12.93,27.12,4.5
23391,2025-02-24,5,45,68,700,Elektronika,9.4,3.39,4,1.7,Uğursuz,Müştəri əlçatan olmadı,0.85,6.47,2.1,
23392,2023-08-11,4,39,47,66,Kosmetika,19.6,18.79,24,16.0,Vaxtında,,0.69,8.62,21.05,5.0
23393,2023-03-16,1,6,5,167,Sənəd,20.8,7.18,24,14.3,Vaxtında,,0.73,8.7,19.74,5.0
23394,2023-04-12,4,44,55,767,Mebel/İri həcmli,18.4,6.93,48,32.6,Vaxtında,,2.39,15.21,31.78,2.9
23395,2024-06-15,3,29,46,701,Elektronika,12.8,5.7,24,13.3,Vaxtında,,1.66,10.97,21.14,4.9
23396,2024-09-20,4,41,55,99,Mebel/İri həcmli,7.7,18.72,48,28.8,Vaxtında,,0.27,4.46,11.16,5.0
23397,2024-11-16,5,46,60,370,Kosmetika,15.1,12.73,72,44.8,Vaxtında,,0.53,6.87,15.71,4.4
23398,2025-06-03,2,19,33,567,Geyim,5.6,11.99,48,30.4,Vaxtında,,0.2,3.52,8.18,5.0
23399,2023-06-22,4,37,55,1388,Qida,8.7,16.1,48,28.5,Vaxtında,,1.13,8.21,18.11,4.9
23400,2023-01-04,1,12,3,592,Geyim,20.2,15.99,48,48.7,Gecikmiş,,2.63,16.83,32.16,2.8
23401,2025-05-01,2,18,31,1292,Elektronika,12.6,13.21,24,23.6,Vaxtında,,1.13,8.53,16.44,4.0
23402,2024-04-23,3,31,45,768,Sənəd,6.7,16.34,24,21.0,Vaxtında,,0.6,5.38,11.47,5.0
23403,2024-10-21,2,24,28,813,Geyim,10.5,5.17,48,30.0,Vaxtında,,0.94,7.13,14.5,4.1
23404,2024-01-30,3,33,36,1405,Qida,10.4,11.0,24,15.2,Vaxtında,,2.29,12.97,25.88,4.6
23405,2024-09-17,4,44,53,532,Qida,11.1,2.95,48,51.2,Gecikmiş,,1.44,9.61,19.7,4.4
23406,2025-04-12,3,30,38,796,Geyim,10.2,2.37,24,13.8,Vaxtında,,1.33,8.92,17.84,4.0
23407,2023-06-16,6,57,79,154,Sənəd,7.1,9.78,48,30.8,Vaxtında,,0.25,3.98,11.51,4.6
23408,2023-10-27,4,44,52,1474,Elektronika,6.9,5.73,48,39.1,Vaxtında,,0.9,6.55,13.52,4.7
23409,2023-04-28,6,67,82,615,Kosmetika,5.6,1.16,48,36.9,Vaxtında,,1.23,7.39,16.05,4.9
23410,2024-05-26,4,42,54,1207,Geyim,18.3,6.39,48,38.3,Vaxtında,,4.03,21.52,41.82,5.0
23411,2024-09-03,3,32,37,917,Geyim,10.5,10.89,24,17.8,Vaxtında,,0.37,5.2,12.34,5.0
23412,2025-02-24,2,23,21,1308,Elektronika,4.3,1.2,24,14.5,Vaxtında,,0.39,3.6,7.37,3.8
23413,2023-06-24,4,40,57,141,Kosmetika,14.7,0.72,48,23.5,Vaxtında,,1.32,9.31,21.09,4.6
23414,2023-06-08,4,39,49,19,Qida,10.3,21.65,24,22.1,Vaxtında,,0.36,5.45,11.93,4.4
23415,2024-01-19,4,42,52,1459,Kosmetika,9.5,6.53,24,11.0,Vaxtında,,2.09,11.85,22.15,4.5
23416,2023-08-15,4,36,52,1360,Geyim,13.5,6.48,24,21.0,Vaxtında,,0.47,6.12,15.27,4.3
23417,2023-02-07,5,47,64,1020,Kosmetika,3.0,8.76,48,53.9,Gecikmiş,,0.27,3.11,8.04,3.2
23418,2024-04-07,1,9,14,687,Sənəd,10.3,8.59,24,10.1,Vaxtında,,0.36,5.06,12.7,4.0
23419,2024-03-06,3,31,44,74,Kosmetika,9.7,9.27,48,36.5,Vaxtında,,0.87,6.81,14.7,5.0
23420,2024-12-10,3,31,41,1478,Elektronika,15.3,1.66,4,2.2,Vaxtında,,1.38,9.66,18.28,4.5
